Launch_Tag	Launch_Date	Piece	Type	Name	PLName	JCAT	SatOwner	SatState	LV_Type	Flight_ID	Platform	Launch_Site	Launch_Pad	Ascent_Site	Ascent_Pad	Agency	LVState	Launch_Code	LTCite
2003-043 	2003 Sep 27 2314:46	2003-043E	P           	Insat 3E	Insat 3E	S27951	ISRO	IN	Ariane 5G	V162 (516)	-	CSG	ELA3	-	-	AE	F	DS	Wire
2003-044 	2003 Oct  1 0402:59	2003-044A	P      O    	Galaxy 13	Galaxy XIII/Horizons 1	S27954	PAN	US	Zenit-3SL	SL13/DM-SL-12L	ODYSSEY	KLA	-	-	-	SEALP	US	OS	NK0312-34
2003-045 	2003 Oct 15 0100:03	2003-045A	PH-H        	Shenzhou 5	Shenzhou 5 Fanhui Cang	S28043	CMSEO	CN	Chang Zheng 2F	Y5	-	JQ	LC921	-	-	CALT	CN	OS	Wire
2003-045 	2003 Oct 15 0100:03	2003-045G	PP-H        	Shenzhou 5 Guidao Cang	Shenzhou 5 orbital module	S28049	CMSEO	CN	Chang Zheng 2F	Y5	-	JQ	LC921	-	-	CALT	CN	OS	Wire
2003-046 	2003 Oct 17 0452:08	2003-046A	P           	Resourcesat	IRS-P6	S28051	ISRO	IN	PSLV	PSLV-C5	-	SHAR	FLP	-	-	ISRO	IN	OS	NK0312-36
2003-047 	2003 Oct 18 0538:03	2003-047A	PH H-V      	Soyuz TMA-3	Soyuz 11F732 No. 213	S28052	RKKE	RU	Soyuz-FG	D 15000-007	-	GIK-5	LC1	-	-	RAKA	RU	OS	www.energia.ru
2003-048 	2003 Oct 18 1617	2003-048A	P ------c   	DMSP F-16	DMSP Block 5D-3 S-20	S28054	AFSMC	US	Titan II SLV	23G-9	-	VS	SLC4W	-	-	2SLS/AFSMC	US	OS	Wire
2003-049 	2003 Oct 21 0316	2003-049A	P           	Zi Yuan 1-02	ZY-1 02	S28057	ZZWYZ/INPE	CN	Chang Zheng 4B	Y4	-	TYSC	LC7	-	-	SAST	CN	OS	spaceflightnow.com
2003-049 	2003 Oct 21 0316	2003-049B	P           	Chuangxin-1 01 xing	CX-1	S28058	CAST	CN	Chang Zheng 4B	Y4	-	TYSC	LC7	-	-	SAST	CN	OS	spaceflightnow.com
2003-050 	2003 Oct 30 1343:42	2003-050A	P           	SERVIS-1	SERVIS-1	S28060	USEF	J	Rokot	492-1921-121/72506	-	GIK-1	LC133/3	-	-	EUROK	RU	OS	NK0312-44
2003-051 	2003 Nov  3 0720:04	2003-051A	P           	Fanhui Shi Weixing (18)	Jianbing-4 01 xing	S28078	CASC	CN	Chang Zheng 2D	Y4	-	JQ	LC603	-	-	SAST	CN	OS	AeChina2008-5
2003-051 	2003 Nov  3 0720:04	2003-051	PX-RT       	JB-4 RV	JB-4 No. 1 RV	A06829	CASC	CN	Chang Zheng 2D	Y4	-	JQ	LC603	-	-	SAST	CN	OS	AeChina2008-5
2003-052 	2003 Nov 14 1601	2003-052A	P           	Zhongxing 20	Shentong-1 01 xing	S28082	ZZB	CN	Chang Zheng 3A	Y8	-	XSC	LC2	-	-	CALT	CN	OS	Xinhua
2003-053 	2003 Nov 24 0622:00	2003-053A	P           	Yamal-202	Yamal-200 No. 2	S28089	GAZC	RU	Proton-K/DM-2M	407-02	-	GIK-5	LC81/23	-	-	KHRU	RU	OS	NK0401-19
2003-053 	2003 Nov 24 0622:00	2003-053B	P           	Yamal-201	Yamal-200 No. 1	S28094	GAZC	RU	Proton-K/DM-2M	407-02	-	GIK-5	LC81/23	-	-	KHRU	RU	OS	NK0401-19
2003-F02  	2003 Nov 29 0433	2003-F02	P   F       	JSE kougaku-2 gouki	IGS Optical-2	F01294	CSICE	J	H-IIA 2024	H-IIA-6F	-	TNSC	Y	-	-	NASDA	J	OF	Wire
2003-F02  	2003 Nov 29 0433	2003-F02	P   F       	JSE reda-2 gouki	IGS Radar-2	F01295	CSICE	J	H-IIA 2024	H-IIA-6F	-	TNSC	Y	-	-	NASDA	J	OF	Wire
2003-054 	2003 Dec  2 1004	2003-054A	P       C   	USA 173	INTRUDER 3	S28095	NROC/USN	US	Atlas IIAS	AC-164 MLV-14	-	VS	SLC3E	-	-	ILSL	US	OS	Wire
2003-054 	2003 Dec  2 1004	2003-054C	P ------C   	USA 173 P/L 2	INTRUDER 4	S28097	NROC/USN	US	Atlas IIAS	AC-164 MLV-14	-	VS	SLC3E	-	-	ILSL	US	OS	Wire
2003-055 	2003 Dec  5 0600:00	2003-055A	P           	Gruzomaket	GVM 30201-14S135	S28098	NPOMA	RU	Strela	511-7822-123	-	GIK-5	LC175/59	-	-	RVSNR	RU	OS	NK0402-13
2003-056 	2003 Dec 10 1742:12	2003-056A	P           	Kosmos-2402	Uragan No. 94L	S28112	KVR/IACG	RU	Proton-K/Briz-M	410-03/88506	-	GIK-5	LC81/24	-	-	KHRU	RU	OS	NK0402-17
2003-056 	2003 Dec 10 1742:12	2003-056B	P           	Kosmos-2403	Uragan No. 95L	S28113	KVR/IACG	RU	Proton-K/Briz-M	410-03/88506	-	GIK-5	LC81/24	-	-	KHRU	RU	OS	NK0402-17
2003-056 	2003 Dec 10 1742:12	2003-056C	P           	Kosmos-2404	Uragan-M No. 11L	S28114	KVR/IACG	RU	Proton-K/Briz-M	410-03/88506	-	GIK-5	LC81/24	-	-	KHRU	RU	OS	NK0402-17
2003-057 	2003 Dec 18 0230	2003-057A	P ------c   	UHF F/O F11	UFO F11	S28117	PMW146	US	Atlas 3B	AC-203	-	CC	SLC36B	-	-	ILSL	US	OS	Wire
2003-058 	2003 Dec 21 0805:00	2003-058A	P           	GPS IIR-10	GPS SVN 47	S28129	AFSMC	US	Delta 7925-9.5	D302	-	CC	SLC17A	-	-	BLS	US	OS	spaceflightnow.com
2003-059 	2003 Dec 27 2130:00	2003-059A	P           	Amos 2	Amos-2	S28132	IAIS	IL	Soyuz-FG	D 15000-008/1006	-	GIK-5	LC31	-	-	STSM	F	OS	NK0402-23
2003-060 	2003 Dec 28 2300:00	2003-060A	P      G    	Ekspress AM-22	Ekspress AM-22	S28134	KS	RU	Proton-K/DM-2M	410-04	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	NK0402-26
2003-061 	2003 Dec 29 1906:18	2003-061A	P           	Tan Ce 1	Double Star DSP-E	S28140	CASC	CN	Chang Zheng 2C	Y1	-	XSC	LC3	-	-	CALT	CN	OS	Wire
2004-001 	2004 Jan 11 0412:59	2004-001A	P           	Estrela do Sul 1	Telstar 14	S28137	LSKYB	BR	Zenit-3SL	SL12/DM-SL-9L	ODYSSEY	KLA	-	-	-	SEALP	US	OS	NK0403-09
2004-002 	2004 Jan 29 1158:08	2004-002A	PP H-V      	Progress M1-11	Progress M1 No. 260	S28142	RKKE	RU	Soyuz-U-PVB	D 15000-683	-	GIK-5	LC1	-	-	RAKA	RU	OS	NK0403-17
2004-003 	2004 Feb  5 2346:02	2004-003A	P      G    	AMC 10	Americom 10	S28154	AMCS	US	Atlas IIAS	AC-165	-	CC	SLC36A	-	-	ILSL	US	OS	Wire
2004-004 	2004 Feb 14 1850:00	2004-004A	P           	DSP F22	DSP 22?	S28158	AFSMC	US	Titan 402B/IUS	4B-39	-	CC	SLC40	-	-	3SLS/AFSMC	US	OS	Wire
2004-005 	2004 Feb 18 0705:55	2004-005A	P           	Molniya-1T	Molniya-1T No. 100L	S28163	KVR	RU	Molniya 8K78M	76092  -690 047	-	GIK-1	LC16/2	-	-	KVR	RU	OS	Wire
2004-006 	2004 Mar  2 0717:44	2004-006A	P   D       	Rosetta	Rosetta	S28169	ESA	I-ESA	Ariane 5G+	V158 (518)	-	CSG	ELA3	-	-	AE	F	DS	Wire
2004-006 	2004 Mar  2 0717:44	2004-006	PX  D       	Philae	Rosetta Lander	A06860	ESA	I-ESA	Ariane 5G+	V158 (518)	-	CSG	ELA3	-	-	AE	F	DS	Wire
2004-007 	2004 Mar 13 0540:01	2004-007A	P           	MBSAT	MBSAT	S28184	MBCO/TUMED	J	Atlas 3A	AC-202	-	CC	SLC36B	-	-	ILSL	US	OS	Wire
2004-008 	2004 Mar 15 2306:00	2004-008A	P           	Eutelsat W3A	Eutelsat W3A	S28187	EUTSA	F	Proton-M/Briz-M	535-03/88507	-	GIK-5	LC81/24	-	-	ILSK	RU	OS	NK0405-23
2004-009 	2004 Mar 20 1753:00	2004-009A	P           	GPS IIR-11	GPS SVN 59	S28190	AFSMC	US	Delta 7925-9.5	D303	-	CC	SLC17B	-	-	BLS	US	OS	spaceflightnow.com
2004-010 	2004 Mar 27 0330:00	2004-010A	P           	Raduga-1	Globus No. 17L	S28194	KVR	RU	Proton-K/DM-2	410-05	-	GIK-5	LC81/23	-	-	KHRU	RU	OS	NK0405-28
2004-011 	2004 Apr 16 0045:00	2004-011A	P           	Superbird A2	Superbird 6	S28218	SCC	J	Atlas IIAS	AC-163	-	CC	SLC36A	-	-	ILSL	US	OS	Wire
2004-012 	2004 Apr 18 1559:04	2004-012A	P           	Shiyan Weixing 1	Tansuo 1	S28220	CASC	CN	Chang Zheng 2C	Y14	-	XSC	LC3	-	-	CALT	CN	OS	LissovC
2004-012 	2004 Apr 18 1559:04	2004-012B	P           	Naxing 1	Nanosatellite 1	S28221	CASC	CN	Chang Zheng 2C	Y14	-	XSC	LC3	-	-	CALT	CN	OS	LissovC
2004-013 	2004 Apr 19 0319:00	2004-013A	PH H-V      	Soyuz TMA-4	Soyuz 11F732 No. 214	S28228	RKKE	RU	Soyuz-FG	Zh15000-009	-	GIK-5	LC1	-	-	FKA	RU	OS	NK0406-10
2004-014 	2004 Apr 20 1657:24	2004-014A	P           	Gravity Probe B	GP-B	S28230	MSFC	US	Delta 7920-10C	D304	-	V	SLC2W	-	-	BLS	US	OS	spaceflightnow.com
2004-015 	2004 Apr 26 2037:00	2004-015A	P           	Ekspress AM-11	Ekspress AM-11	S28234	KS	RU	Proton-K/DM-2M	410-06	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	NK0406-34
2004-016 	2004 May  4 1242:00	2004-016A	P           	DirecTV 7S	DirecTV-7S	S28238	DTV	US	Zenit-3SL	SL14/DM-SL-16L	ODYSSEY	KLA	-	-	-	SEALP	US	OS	www.sea-launch.com
2004-017 	2004 May 19 2222:01	2004-017A	P      O    	AMC 11	Americom 11	S28252	AMCS	US	Atlas IIAS	AC-166	-	CC	SLC36B	-	-	ILSL	US	OS	Wire
2004-018 	2004 May 20 1747:03	2004-018A	P           	Formosat-2	ROCSAT-2	S28254	NSPT	TW	Taurus 3210	T7 (XL)	-	V	576E	-	-	OSC	US	OS	Wire
2004-019 	2004 May 25 1234:23	2004-019A	PP H-V      	Progress M-49	Progress 7K-TGM No. 249	S28261	RKKE	RU	Soyuz-U-PVB	D 15000-684	-	GIK-5	LC1	-	-	FKA	RU	OS	NK0407-08
2004-020 	2004 May 28 0600:00	2004-020A	P           	Kosmos-2405	US-PU No. 10L	S28350	VMFR	RU	Tsiklon-2	670-92-  803	-	GIK-5	LC90/20	-	-	KVR	RU	OS	NK0407-30
2004-021 	2004 Jun 10 0128:00	2004-021A	P           	Kosmos-2406	Tselina-2 No. 16L	S28352	GRUR	RU	Zenit-2	70121-402/1-95	-	GIK-5	LC45/1	-	-	KVR	RU	OS	NK0408-25
2004-022 	2004 Jun 16 2227:00	2004-022A	P      O    	INTELSAT 10-02	INTELSAT 10-02	S28358	INTELD	US	Proton-M/Briz-M	535-06/88509	-	GIK-5	LC200/39	-	-	ILSK	RU	OS	NK0408-27
2004-023 	2004 Jun 23 2254:00	2004-023A	P           	GPS IIR-12	GPS SVN 60	S28361	AFSMC	US	Delta 7925-9.5	D305	-	CC	SLC17B	-	-	BLS	US	OS	spaceflightnow.com
2004-024 	2004 Jun 29 0358:59	2004-024A	P           	Telstar 18	Apstar 5	S28364	LOR	US	Zenit-3SL	SL11/DM-SL-11L	ODYSSEY	KLA	-	-	-	SEALP	US	OS	NK0408-31
2004-025 	2004 Jun 29 0630:06	2004-025A	P           	Aprizesat-2	Latinsat D	S28366	SPQ	US	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025C	P           	Demeter	Demeter	S28368	CNES	F	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025D	P           	SaudiComsat-1	SaudiComsat-1	S28369	KACST	SA	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025E	P           	SaudiComsat-2	SaudiComsat-2	S28370	KACST	SA	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025F	P           	SaudiSat-2	SaudiSat-2	S28371	KACST	SA	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025G	P           	Aprizesat-1	Latinsat C	S28372	SPQ	US	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025H	P           	UniSat-3	Unisat-3	S28373	ROGAU	I	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025K	P           	AMSAT-OSCAR-51	AMSAT-Echo	S28375	AMNA	US	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-025 	2004 Jun 29 0630:06	2004-025B	PXA---X     	Celestis-04 (Error)	[UN Registration entry]	A06874	KTRAS	RU	Dnepr	450-3341-631	-	GIK-5	LC109/95	-	-	KTRAS/RVSNR	RU	OS	NK0408-33
2004-026 	2004 Jul 15 1001:59	2004-026A	P           	Aura	EOS Chem-1	S28376	GSFC	US	Delta 7920-10L	D306	-	V	SLC2W	-	-	BLS	US	OS	spaceflightnow.com
2004-027 	2004 Jul 18 0044	2004-027A	P           	Anik F2	Anik F2	S28378	TCAN	CA	Ariane 5G+	V163 (519f)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-028 	2004 Jul 22 1746:28	2004-028A	P           	Kosmos-2407	Parus No. 203	S28380	VMFR	RU	Kosmos 11K65M	53779-805	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0409-27
2004-029 	2004 Jul 25 0705	2004-029A	P           	Tan Ce 2	Double Star DSP-P	S28382	CASC	CN	Chang Zheng 2C	Y2	-	TYSC	LC7	-	-	CALT	CN	OS	Wire
2004-030 	2004 Aug  3 0615:57	2004-030A	P   D       	Messenger	MESSENGER	S28391	APL	US	Delta 7925H	D307	-	CC	SLC17B	-	-	BLS	US	DS	spaceflightnow.com
2004-031 	2004 Aug  4 2232:00	2004-031A	P           	Amazonas-1	Amazonas	S28393	HISPM/HISP	BR	Proton-M/Briz-M	535-07/88508	-	GIK-5	LC200/39	-	-	ILSK	RU	OS	NK0410-25
2004-032 	2004 Aug 11 0503:07	2004-032A	PP H-V      	Progress M-50	Progress 7K-TGM No. 350	S28399	RKKE	RU	Soyuz-U	D 15000-685	-	GIK-5	LC1	-	-	FKA	RU	OS	NK0410-07
2004-033 	2004 Aug 29 0750:05	2004-033A	P           	Fanhui Shi Weixing (19)	Jianbing-2 01 xing	S28402	CNSA	CN	Chang Zheng 2C	Y12	-	JQ	LC603	-	-	CALT	CN	OS	AeChina2008-5
2004-033 	2004 Aug 29 0750:05	2004-033	PX RT       	JB-4 RV	JB-4 No. 2 RV	A06888	CASC	CN	Chang Zheng 2C	Y12	-	JQ	LC603	-	-	CALT	CN	OS	AeChina2008-5
2004-034 	2004 Aug 31 2317:00	2004-034A	P ------C   	USA 179	QUASAR 14?	S28384	NROC	US	Atlas IIAS	AC-167	-	CC	SLC36A	-	-	ILSL	US	OS	Wire
2004-F01  	2004 Sep  6 1053	2004-F01	P   F       	'Ofeq-6	'Ofeq-6	F01301	DDRD	IL	Shavit 1	6	-	PALB	-	-	-	ISA	IL	OF	jpost.com
2004-035 	2004 Sep  8 2314	2004-035A	P           	Shi Jian 6/1B	Shi Jian 06 hao 01 zu B xing	S28413	CASC	CN	Chang Zheng 4B	Y7	-	TYSC	LC7	-	-	SAST	CN	OS	xinhuanet.com
2004-035 	2004 Sep  8 2314	2004-035B	P           	Shi Jian 6/1A	Shi Jian 06 hao 01 zu A xing	S28414	CASC	CN	Chang Zheng 4B	Y7	-	TYSC	LC7	-	-	SAST	CN	OS	xinhuanet.com
2004-036 	2004 Sep 20 1031	2004-036A	P           	EDUSAT	GSAT-3	S28417	ISRO	IN	GSLV Mk I	GSLV-F01	-	SHAR	FLP	-	-	ISRO	IN	OS	Wire
2004-037 	2004 Sep 23 1507:36	2004-037A	P           	Kosmos-2408	Strela-3 No. 149L (49)	S28419	KVR	RU	Kosmos 11K65M	53779-811	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0411-39
2004-037 	2004 Sep 23 1507:36	2004-037B	P           	Kosmos-2409	Strela-3 No. 154L (454)	S28420	KVR	RU	Kosmos 11K65M	53779-811	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0411-39
2004-038 	2004 Sep 24 1650:00	2004-038A	P           	Kosmos-2410	Kobal't-M No. 556	S28396	KVR	RU	Soyuz-U-PVB	78036  -844 087	-	GIK-1	LC16/2	-	-	KVR	RU	OS	NK0411-40
2004-038 	2004 Sep 24 1650:00	2004-038	PX-RT--     	Spuskaemaya Kapsula	SpK	A06895	MORF	RU	Soyuz-U-PVB	78036  -844 087	-	GIK-1	LC16/2	-	-	KVR	RU	OS	NK0411-40
2004-038 	2004 Sep 24 1650:00	2004-038	PX-RT--     	Spuskaemaya Kapsula	SpK	A06900	MORF	RU	Soyuz-U-PVB	78036  -844 087	-	GIK-1	LC16/2	-	-	KVR	RU	OS	NK0411-40
2004-039 	2004 Sep 27 0800:04	2004-039A	P           	Fanhui Shi Weixing (20)	Jianbing-4 02 xing	S28424	CNSA	CN	Chang Zheng 2D	Y5	-	JQ	LC603	-	-	SAST	CN	OS	AeChina2008-5
2004-039 	2004 Sep 27 0800:04	2004-039	PX RT       	JB-4 RV	JB-4 No. 3 RV	A06890	CASC	CN	Chang Zheng 2D	Y5	-	JQ	LC603	-	-	SAST	CN	OS	AeChina2008-5
2004-040 	2004 Oct 14 0306:26	2004-040A	PH H-V      	Soyuz TMA-5	Soyuz 11F732 No. 215	S28444	RKKE	RU	Soyuz-FG	Zh15000-012	-	GIK-5	LC1	-	-	FKA	RU	OS	NK0412-02
2004-041 	2004 Oct 14 2123:00	2004-041A	P      O    	AMC 15	Americom 15	S28446	AMCS	US	Proton-M/Briz-M	535-08/88510	-	GIK-5	LC200/39	-	-	ILSK	RU	OS	NK0412-32
2004-042 	2004 Oct 19 0120:05	2004-042A	P           	Feng Yun 2C	FY-2 O4 xing	S28451	NSMC	CN	Chang Zheng 3A	Y9	-	XSC	LC2	-	-	CALT	CN	OS	LissovC
2004-043 	2004 Oct 29 2211:00	2004-043A	P           	Ekspress AM-1	Ekspress AM-1	S28463	KS	RU	Proton-K/DM-2M	410-08	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	NK0412-37
2004-044 	2004 Nov  6 0310	2004-044A	P           	Zi Yuan 2-03	Jianbing-3 03 xing	S28470	ZZB	CN	Chang Zheng 4B	Y8	-	TYSC	LC7	-	-	SAST	CN	OS	xinhuanet.com
2004-045 	2004 Nov  6 0539:00	2004-045A	P           	GPS IIR-13	GPS SVN 61	S28474	AFSMC	US	Delta 7925-9.5	D308	-	CC	SLC17B	-	-	BLS	US	OS	spaceflightnow.com
2004-U01  	2004 Nov  8 1829:58	2004-U01	PX--S--     	GVM Oblik	Oblik-ML	A06896	MORF	RU	Soyuz-2-1A	F 15000-001	-	GIK-1	LC43/4	-	-	KVR	RU	OS	NK0501-25
2004-046 	2004 Nov 18 1045	2004-046A	P           	Shiyan Weixing 2	Qianshao 1	S28479	CASC	CN	Chang Zheng 2C	Y15	-	XSC	LC3	-	-	CALT	CN	OS	xinhuanet.com
2004-047 	2004 Nov 20 1716:01	2004-047A	P           	Swift	Swift	S28485	GSFC	US	Delta 7320-10C	D309	-	CC	SLC17A	-	-	BLS	US	OS	spaceflightnow.com
2004-048 	2004 Dec 17 1207:00	2004-048A	P      G    	AMC 16	Americom 16	S28472	AMCS	US	Atlas V 521	AV-005	-	CC	SLC41	-	-	ILSL	US	OS	Wire
2004-049 	2004 Dec 18 1626	2004-049A	P       c   	Helios IIA	Helios 2A	S28492	CNES/DGA	F	Ariane 5G+	V165 (520g)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-049 	2004 Dec 18 1626	2004-049B	P           	Nanosat 1	Nanosat	S28493	INTA	E	Ariane 5G+	V165 (520g)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-049 	2004 Dec 18 1626	2004-049C	P       C   	Essaim W23	Essaim 1	S28494	CNES/DGA	F	Ariane 5G+	V165 (520g)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-049 	2004 Dec 18 1626	2004-049D	P       C   	Essaim W11	Essaim 2	S28495	CNES/DGA	F	Ariane 5G+	V165 (520g)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-049 	2004 Dec 18 1626	2004-049E	P       C   	Essaim E24	Essaim 3	S28496	CNES/DGA	F	Ariane 5G+	V165 (520g)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-049 	2004 Dec 18 1626	2004-049F	P       C   	Essaim E12	Essaim 4	S28497	CNES/DGA	F	Ariane 5G+	V165 (520g)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-049 	2004 Dec 18 1626	2004-049G	P           	Parasol	Parasol	S28498	CNES	F	Ariane 5G+	V165 (520g)	-	CSG	ELA3	-	-	AE	F	OS	Wire
2004-050 	2004 Dec 21 2150:00	2004-050A	P           	Demosat	HLV-OLDSP	S28500	BLS	US	Delta 4H	D4-4/D310	-	CC	SLC37B	-	-	BLS	US	OF45	Wire
2004-050 	2004 Dec 21 2150:00	2004-050	PX-----     	Univ. Nanosat-2 (Sparky)	3CS-1	A06902	STP	US	Delta 4H	D4-4/D310	-	CC	SLC37B	-	-	BLS	US	OF45	Wire
2004-050 	2004 Dec 21 2150:00	2004-050	PXA----     	Univ. Nanosat-2 (Ralphie)	3CS-2	A06903	STP	US	Delta 4H	D4-4/D310	-	CC	SLC37B	-	-	BLS	US	OF45	Wire
2004-051 	2004 Dec 23 2219:34	2004-051A	PP H-V      	Progress M-51	Progress 7K-TGM No. 351	S28503	RKKE	RU	Soyuz-U-PVB	Zh15000-092	-	GIK-5	LC1	-	-	FKA	RU	OS	NK0502-36
2004-052 	2004 Dec 24 1120:00	2004-052A	P           	Sich-1M	Okean-O1 No. 9L	S28505	NKAU	UA	Tsiklon-3	450-43-  701 40L	-	GIK-1	LC32/2	-	-	KVR	RU	OF40	NK0502-21
2004-052 	2004 Dec 24 1120:00	2004-052C	P           	MK-1TS Mikron	KS5-MF2	S28507	NKAU	UA	Tsiklon-3	450-43-  701 40L	-	GIK-1	LC32/2	-	-	KVR	RU	OF40	NK0502-21
2004-053 	2004 Dec 26 1353:31	2004-053A	P           	Kosmos-2411	Uragan No. 96L	S28508	KVR/IACG	RU	Proton-K/DM-2	410-09	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	glonass-center.ru
2004-053 	2004 Dec 26 1353:31	2004-053B	P           	Kosmos-2413	Uragan-M No. 12L	S28509	KVR/IACG	RU	Proton-K/DM-2	410-09	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	glonass-center.ru
2004-053 	2004 Dec 26 1353:31	2004-053C	P           	Kosmos-2412	Uragan No. 97L	S28510	KVR/IACG	RU	Proton-K/DM-2	410-09	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	glonass-center.ru
2005-001 	2005 Jan 12 1847:08	2005-001A	P   D       	DIF	Deep Impact Flyby	S28517	JPL	US	Delta 7925-9.5	D311	-	CC	SLC17B	-	-	BLS	US	DS	spaceflightnow.com
2005-001 	2005 Jan 12 1847:08	2005-001	PX-SD--     	DI Impactor	Deep Impact	A06946	JPL	US	Delta 7925-9.5	D311	-	CC	SLC17B	-	-	BLS	US	DS	spaceflightnow.com
2005-002 	2005 Jan 20 0300:07	2005-002A	P           	Kosmos-2414	Parus No. 204	S28521	VMFR	RU	Kosmos 11K65M	47106-411	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0503-17
2005-002 	2005 Jan 20 0300:07	2005-002C	P           	MGU-250	Universitetskiy/Tatiana	S28523	MGU/KVR	RU	Kosmos 11K65M	47106-411	-	GIK-1	LC132/1	-	-	KVR	RU	OS	NK0503-17
2005-003 	2005 Feb  3 0227:32	2005-003A	P      O    	AMC 12	Americom 12	S28526	AMCS	US	Proton-M/Briz-M	535-09/88511	-	GIK-5	LC81/24	-	-	ILSK	RU	OS	NK0504-06
2005-004 	2005 Feb  3 0741:01	2005-004A	P       C   	USA 181	INTRUDER 5	S28537	NROC/USN	US	Atlas 3B	AC-206 MLV-15	-	CC	SLC36B	-	-	ILSL	US	OS	Wire
2005-004 	2005 Feb  3 0741:01	2005-004C	P ------C   	USA-181 P/L 2	INTRUDER 6	S28541	NROC/USN	US	Atlas 3B	AC-206 MLV-15	-	CC	SLC36B	-	-	ILSL	US	OS	Wire
2005-005 	2005 Feb 12 2103:01	2005-005A	P           	XTAR-EUR	XTAR-EUR	S28542	XTAR	US	Ariane 5ECA	V164 (521)	-	CSG	ELA3	-	-	ESA	I-ESA	OS	Wire
2005-005 	2005 Feb 12 2103:01	2005-005C	P           	Sloshsat-FLEVO	Sloshsat-FLEVO	S28544	ESA	I-ESA	Ariane 5ECA	V164 (521)	-	CSG	ELA3	-	-	ESA	I-ESA	OS	Wire
2005-005 	2005 Feb 12 2103:01	2005-005D	P A         	Maqsat-B2	Maqsat-B2	A06928	ESA	I-ESA	Ariane 5ECA	V164 (521)	-	CSG	ELA3	-	-	ESA	I-ESA	OS	Wire
2005-006 	2005 Feb 26 0925	2005-006A	P           	Himawari-6	MTSAT-1R	S28622	JAXA	J	H-IIA 2022	H-IIA-7F	-	TNSC	Y	-	-	RSC	J	OS	rocketsystem.co.jp
2005-007 	2005 Feb 28 1909:18	2005-007C	P    D      	TNS-0 Nanosputnik	TEKh-42	S28547	RKKE/NIIKP	RU	Soyuz-U-PVB	Zh15000-093	-	GIK-5	LC1	-	-	FKA	RU	OS	NK0504-27
2005-007 	2005 Feb 28 1909:18	2005-007A	PP H-V      	Progress M-52	Progress 7K-TGM No. 352	S28624	RKKE	RU	Soyuz-U-PVB	Zh15000-093	-	GIK-5	LC1	-	-	FKA	RU	OS	NK0504-27
2005-008 	2005 Mar  1 0350:59	2005-008A	P           	XM-3	XM Radio-3	S28626	XMR	US	Zenit-3SL	SL17/DM-SL-17L	ODYSSEY	KLA	-	-	-	SEALP	US	OS	NK0505-06
2005-009 	2005 Mar 11 2142:00	2005-009A	P           	INMARSAT 4 F1	INMARSAT 4 F1	S28628	INMRL	UK	Atlas V 431	AV-004	-	CC	SLC41	-	-	ILSL	US	OS	Wire
2005-010 	2005 Mar 29 2131:00	2005-010A	P           	Ekspress AM-2	Ekspress AM-2	S28629	KS	RU	Proton-K/DM-2M	410-10	-	GIK-5	LC200/39	-	-	KHRU	RU	OS	NK0505-11
2005-011 	2005 Apr 11 1335	2005-011A	P           	XSS-11	XSS-11	S28636	AFRL	US	Minotaur I	3	-	VS	SLC8	-	-	RSLP	US	OS	Wire
